hora_autorizacao,carrier_vtex,categoria produto,region,distancia,uf,dia da semana,cd_origem,City,categoria_distancia,dias_entrega2,prediction_label,prediction_dias_entrega,diff_day_auth_to_estimated2,baseline_otif,gap_baseline,OTIF_Previsto,gap_predict,dias_transportadora,prediction_dias_transportadora,gap_predict_transportadora
15.0,TSV,lava-loucas,Norte,2.2028735e+16,RO,3.0,tatuquara,jaru,muitodistante,19,17.095361875546885,17.0,26,1,7,0,-2.0,19.0,18.0,-1.0
19.0,TSV,aspirador,Norte,2.2385088e+16,RO,3.0,tatuquara,cacaulandia,muitodistante,34,24.0069810684071,24.0,26,0,-8,0,-10.0,34.0,23.0,-11.0
15.0,GFL,panela,Norte,2.0766614e+16,TO,3.0,tatuquara,araguaina,muitodistante,15,11.788312690034815,12.0,25,1,10,0,-3.0,15.0,11.0,-4.0
18.0,GFL,purificador,Norte,2761129800000000.0,TO,3.0,tatuquara,palmas,curtadistancia,14,10.036392881626988,10.0,24,1,10,0,-4.0,14.0,9.0,-5.0
20.0,GFL,aspirador,Norte,265065870000000.0,PA,3.0,tatuquara,maedorio,muitodistante,14,14.79185998564611,15.0,33,1,19,1,1.0,13.0,14.0,1.0
12.0,Azul,conjunto,Norte,2772596800000000.0,AM,4.0,tatuquara,manaus,muitodistante,3,5.3091679024251865,5.0,13,1,10,1,2.0,3.0,5.0,2.0
18.0,Azul,bebedouro,Norte,2772596800000000.0,AM,3.0,tatuquara,manaus,muitodistante,4,5.729281980149739,6.0,13,1,9,1,2.0,3.0,5.0,2.0
19.0,Azul,kit,Norte,2.7122942e+16,PA,3.0,tatuquara,belem,muitodistante,4,5.8735210917844505,6.0,14,1,10,1,2.0,3.0,5.0,2.0
20.0,Azul,filtro/refil,Norte,288264900000000.0,AP,3.0,tatuquara,macapa,muitodistante,5,5.950741256223047,6.0,17,1,12,1,1.0,4.0,5.0,1.0
21.0,Azul,depurador,Norte,2772596800000000.0,AM,3.0,tatuquara,manaus,muitodistante,4,6.117461129044434,6.0,13,1,9,1,2.0,3.0,5.0,2.0
22.0,Azul,panela,Norte,3412887300000000.0,RR,3.0,tatuquara,boavista,muitodistante,5,9.220544543431288,9.0,17,1,12,1,4.0,4.0,9.0,5.0
23.0,Azul,lavadora,Norte,2772596800000000.0,AM,3.0,tatuquara,manaus,muitodistante,5,6.285297629668175,6.0,13,1,8,1,1.0,4.0,5.0,1.0
1.0,Azul,conjunto,Norte,2772596800000000.0,AM,4.0,tatuquara,manaus,muitodistante,3,5.3051456320257815,5.0,13,1,10,1,2.0,3.0,5.0,2.0
5.0,Azul,aspirador,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,4,6.006785214697457,6.0,16,1,12,1,2.0,4.0,5.0,1.0
6.0,Azul,panela,Norte,2199210500000000.0,PA,4.0,tatuquara,parauapebas,muitodistante,6,6.617270068828856,7.0,18,1,12,1,1.0,6.0,6.0,0.0
8.0,Azul,panela,Norte,2761129800000000.0,TO,4.0,tatuquara,palmas,curtadistancia,5,5.550916006301755,6.0,13,1,8,1,1.0,5.0,5.0,0.0
8.0,Azul,bebedouro,Norte,2732445600000000.0,PA,4.0,tatuquara,castanhal,muitodistante,4,6.865391719253041,7.0,17,1,13,1,3.0,4.0,6.0,2.0
8.0,Azul,cooktop,Norte,2199210500000000.0,PA,4.0,tatuquara,parauapebas,muitodistante,5,6.494936591492124,6.0,18,1,13,1,1.0,5.0,6.0,1.0
8.0,Azul,panela,Norte,2286079000000000.0,RO,4.0,tatuquara,ariquemes,muitodistante,6,7.014845049091486,7.0,18,1,12,1,1.0,6.0,6.0,0.0
9.0,Azul,purificador,Norte,2444924600000000.0,RO,4.0,tatuquara,portovelho,muitodistante,5,6.981180085100833,7.0,17,1,12,1,2.0,5.0,6.0,1.0
10.0,Azul,aspirador,Norte,2.7228836e+16,PA,4.0,tatuquara,ananindeua,muitodistante,4,6.345299166895615,6.0,16,1,12,1,2.0,4.0,5.0,1.0
10.0,Azul,cooktop,Norte,1.4918142e+16,AC,4.0,tatuquara,riobranco,longadistancia,6,9.719018478345365,10.0,17,1,11,1,4.0,6.0,9.0,3.0
10.0,Azul,purificador,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,3,5.5766448967107145,6.0,16,1,13,1,3.0,3.0,5.0,2.0
11.0,Azul,depurador,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,6,5.693960414725829,6.0,16,1,10,1,0.0,6.0,5.0,-1.0
12.0,Azul,aspirador,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,5,6.081474955948552,6.0,16,1,11,1,1.0,5.0,5.0,0.0
13.0,Azul,cooktop,Norte,2444924600000000.0,RO,4.0,tatuquara,portovelho,muitodistante,5,7.173080501495686,7.0,17,1,12,1,2.0,5.0,6.0,1.0
13.0,Azul,depurador,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,5,5.755062290584828,6.0,16,1,11,1,1.0,5.0,5.0,0.0
13.0,Azul,aspirador,Norte,2761129800000000.0,TO,4.0,tatuquara,palmas,curtadistancia,5,6.1721717429832434,6.0,13,1,8,1,1.0,5.0,5.0,0.0
13.0,Azul,lavadora,Norte,2761129800000000.0,TO,4.0,tatuquara,palmas,curtadistancia,4,5.6540755651071954,6.0,13,1,9,1,2.0,4.0,5.0,1.0
13.0,Azul,lavadora,Norte,1.8446732e+16,RO,4.0,tatuquara,vilhena,muitodistante,6,6.832804285985546,7.0,17,1,11,1,1.0,6.0,6.0,0.0
13.0,Azul,purificador,Norte,2772596800000000.0,AM,4.0,tatuquara,manaus,muitodistante,5,5.528848680549538,6.0,13,1,8,1,1.0,5.0,5.0,0.0
13.0,Azul,purificador,Norte,2772596800000000.0,AM,4.0,tatuquara,manaus,muitodistante,4,5.528848680549538,6.0,13,1,9,1,2.0,4.0,5.0,1.0
14.0,Azul,cooktop,Norte,2772596800000000.0,AM,4.0,tatuquara,manaus,muitodistante,5,5.907906472828488,6.0,13,1,8,1,1.0,5.0,5.0,0.0
9.0,Azul,cooktop,Norte,2772596800000000.0,AM,2.0,tatuquara,manaus,muitodistante,5,4.8982652468334615,5.0,12,1,7,1,0.0,3.0,5.0,2.0
16.0,Bertolini,lava-loucas,Norte,2151501600000000.0,PA,3.0,tatuquara,canaadoscarajas,muitodistante,13,14.051894924990442,14.0,20,1,7,1,1.0,12.0,14.0,2.0
16.0,Bertolini,lava-loucas,Norte,2.7122942e+16,PA,3.0,tatuquara,belem,muitodistante,15,13.437396103774631,13.0,20,1,5,0,-2.0,14.0,13.0,-1.0
18.0,Bertolini,maquina,Norte,2274742000000000.0,PA,3.0,tatuquara,maraba,muitodistante,14,13.434903396311622,13.0,19,1,5,0,-1.0,13.0,13.0,0.0
18.0,Bertolini,maquina,Norte,2444924600000000.0,RO,3.0,tatuquara,portovelho,muitodistante,13,13.914970256987075,14.0,21,1,8,1,1.0,12.0,13.0,1.0
19.0,Bertolini,aspirador,Norte,2.7122942e+16,PA,3.0,tatuquara,belem,muitodistante,15,13.483206458755255,13.0,20,1,5,0,-2.0,14.0,13.0,-1.0
19.0,Bertolini,cooktop,Norte,2.7122942e+16,PA,3.0,tatuquara,belem,muitodistante,18,13.483206458755255,13.0,35,1,17,0,-5.0,17.0,13.0,-4.0
19.0,Bertolini,maquina,Norte,2.7122942e+16,PA,3.0,tatuquara,belem,muitodistante,15,13.795659377538637,14.0,35,1,20,0,-1.0,14.0,13.0,-1.0
19.0,Bertolini,maquina,Norte,2.7122942e+16,PA,3.0,tatuquara,belem,muitodistante,18,13.795659377538637,14.0,35,1,17,0,-4.0,17.0,13.0,-4.0
21.0,Bertolini,kit,Norte,2.7122942e+16,PA,3.0,tatuquara,belem,muitodistante,15,13.575534182604816,14.0,35,1,20,0,-1.0,14.0,13.0,-1.0
23.0,Bertolini,lava-loucas,Norte,2705606600000000.0,PA,3.0,tatuquara,barcarena,muitodistante,18,17.98100263818022,18.0,25,1,7,1,0.0,17.0,16.0,-1.0
23.0,Bertolini,bebedouro,Norte,2194150200000000.0,PA,3.0,tatuquara,eldoradodoscarajas,muitodistante,14,14.122709280879459,14.0,20,1,6,1,0.0,13.0,14.0,1.0
23.0,Bertolini,aspirador,Norte,2.7122942e+16,PA,3.0,tatuquara,belem,muitodistante,17,14.134798774205859,14.0,20,1,3,0,-3.0,16.0,14.0,-2.0
23.0,Bertolini,cooktop,Norte,2444924600000000.0,RO,3.0,tatuquara,portovelho,muitodistante,13,13.586022845008086,14.0,21,1,8,1,1.0,12.0,13.0,1.0
0.0,Bertolini,coifa,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,16,13.452078887457127,13.0,20,1,4,0,-3.0,16.0,13.0,-3.0
23.0,Bertolini,lava-loucas,Norte,2.7122942e+16,PA,3.0,tatuquara,belem,muitodistante,15,14.151879449318791,14.0,21,1,6,0,-1.0,14.0,14.0,0.0
0.0,Bertolini,lava-loucas,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,14,13.50429027444493,14.0,20,1,6,1,0.0,14.0,13.0,-1.0
0.0,Bertolini,freezer,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,16,13.462072822010494,13.0,20,1,4,0,-3.0,16.0,14.0,-2.0
1.0,Bertolini,lava-loucas,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,14,13.378434839562182,13.0,20,1,6,0,-1.0,14.0,13.0,-1.0
2.0,Bertolini,bebedouro,Norte,2151501600000000.0,PA,4.0,tatuquara,canaadoscarajas,muitodistante,13,13.618895773526726,14.0,20,1,7,1,1.0,13.0,14.0,1.0
6.0,Bertolini,lava-loucas,Norte,2444924600000000.0,RO,4.0,tatuquara,portovelho,muitodistante,12,13.051316506062722,13.0,23,1,11,1,1.0,12.0,13.0,1.0
6.0,Bertolini,lava,Norte,2151501600000000.0,PA,4.0,tatuquara,canaadoscarajas,muitodistante,12,13.788357852702562,14.0,20,1,8,1,2.0,12.0,14.0,2.0
7.0,Bertolini,maquina,Norte,3.2077685e+16,RR,4.0,tatuquara,rorainopolis,muitodistante,27,20.141504781293683,20.0,34,1,7,0,-7.0,27.0,20.0,-7.0
8.0,Bertolini,aspirador,Norte,2772596800000000.0,AM,4.0,tatuquara,manaus,muitodistante,23,19.847806028013217,20.0,27,1,4,0,-3.0,23.0,20.0,-3.0
9.0,Bertolini,adega,Norte,2.1273705e+16,RO,4.0,tatuquara,ji-parana,muitodistante,10,12.734500693396,13.0,23,1,13,1,3.0,10.0,13.0,3.0
9.0,Bertolini,maquina,Norte,2151501600000000.0,PA,4.0,tatuquara,canaadoscarajas,muitodistante,13,14.028525762420335,14.0,20,1,7,1,1.0,13.0,14.0,1.0
9.0,Bertolini,aspirador,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,16,13.351962520937628,13.0,20,1,4,0,-3.0,16.0,13.0,-3.0
10.0,Bertolini,purificador,Norte,2450480700000000.0,PA,4.0,tatuquara,pacaja,muitodistante,19,15.69910015469646,16.0,31,1,12,0,-3.0,19.0,15.0,-4.0
10.0,Bertolini,lava,Norte,2199210500000000.0,PA,4.0,tatuquara,parauapebas,muitodistante,16,13.39096114147636,13.0,20,1,4,0,-3.0,16.0,13.0,-3.0
10.0,Bertolini,lava-loucas,Norte,2109457100000000.0,RO,4.0,tatuquara,alvoradadooeste,muitodistante,17,13.084271572189337,13.0,24,1,7,0,-4.0,17.0,12.0,-5.0
11.0,Bertolini,cooktop,Norte,2.2028735e+16,RO,4.0,tatuquara,jaru,muitodistante,16,14.882802526109746,15.0,24,1,8,0,-1.0,16.0,15.0,-1.0
11.0,Bertolini,bebedouro,Norte,2326411400000000.0,PA,4.0,tatuquara,novaipixuna,muitodistante,12,13.222807309218727,13.0,19,1,7,1,1.0,12.0,13.0,1.0
11.0,Bertolini,panela,Norte,1.8756773e+16,RO,4.0,tatuquara,corumbiara,muitodistante,12,14.220937987062893,14.0,25,1,13,1,2.0,12.0,14.0,2.0
12.0,Bertolini,lava-loucas,Norte,2.6645563e+16,PA,4.0,tatuquara,santarem,muitodistante,12,15.286194929139707,15.0,25,1,13,1,3.0,12.0,15.0,3.0
12.0,Bertolini,lava-loucas,Norte,2199210500000000.0,PA,4.0,tatuquara,parauapebas,muitodistante,12,13.267278720277005,13.0,20,1,8,1,1.0,12.0,13.0,1.0
13.0,Bertolini,maquina,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,16,14.135171157615488,14.0,20,1,4,0,-2.0,16.0,14.0,-2.0
13.0,Bertolini,bebedouro,Norte,2039393500000000.0,RO,4.0,tatuquara,altaflorestad'oeste,muitodistante,13,15.281157244510831,15.0,24,1,11,1,2.0,13.0,15.0,2.0
13.0,Bertolini,panela,Norte,2772596800000000.0,AM,4.0,tatuquara,manaus,muitodistante,23,19.71398082552598,20.0,27,1,4,0,-3.0,23.0,20.0,-3.0
13.0,Bertolini,panela,Norte,2.2028735e+16,RO,4.0,tatuquara,jaru,muitodistante,16,14.855894779440536,15.0,24,1,8,0,-1.0,16.0,15.0,-1.0
13.0,Bertolini,cooktop,Norte,2199210500000000.0,PA,4.0,tatuquara,parauapebas,muitodistante,13,13.273387448284435,13.0,20,1,7,1,0.0,13.0,13.0,0.0
13.0,Bertolini,aspirador,Norte,2.7228836e+16,PA,4.0,tatuquara,ananindeua,muitodistante,14,13.387922362324204,13.0,20,1,6,0,-1.0,14.0,13.0,-1.0
14.0,Bertolini,aspirador,Norte,2.0467546e+16,RO,4.0,tatuquara,cacoal,muitodistante,17,14.67298600313445,15.0,24,1,7,0,-2.0,17.0,14.0,-3.0
14.0,Bertolini,aspirador,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,14,13.62184729906296,14.0,20,1,6,1,0.0,14.0,13.0,-1.0
14.0,Bertolini,aspirador,Norte,1.8446732e+16,RO,4.0,tatuquara,vilhena,muitodistante,11,12.6111881390552,13.0,25,1,14,1,2.0,11.0,12.0,1.0
14.0,Bertolini,panela,Norte,2315303300000000.0,RO,4.0,tatuquara,buritis,muitodistante,17,14.870952922371703,15.0,25,1,8,0,-2.0,17.0,14.0,-3.0
0.0,TSV,aspirador,Norte,2.0766614e+16,TO,4.0,tatuquara,araguaina,muitodistante,6,12.473160748724851,12.0,31,1,25,1,6.0,6.0,14.0,8.0
0.0,TSV,aspirador,Norte,1.4918142e+16,AC,4.0,tatuquara,riobranco,longadistancia,18,15.618696174616257,16.0,32,1,14,0,-2.0,18.0,16.0,-2.0
3.0,TSV,aspirador,Norte,2444924600000000.0,RO,4.0,tatuquara,portovelho,muitodistante,28,15.397061261174844,15.0,27,0,-1,0,-13.0,28.0,17.0,-11.0
5.0,TSV,maquina,Norte,1.5695426e+16,TO,4.0,tatuquara,gurupi,muitodistante,18,12.94474012621098,13.0,32,1,14,0,-5.0,18.0,13.0,-5.0
7.0,TSV,freezer,Norte,2761129800000000.0,TO,4.0,tatuquara,palmas,curtadistancia,19,12.124035383648714,12.0,23,1,4,0,-7.0,19.0,12.0,-7.0
9.0,TSV,aspirador,Norte,2761129800000000.0,TO,4.0,tatuquara,palmas,curtadistancia,20,11.10066129936897,11.0,23,1,3,0,-9.0,20.0,11.0,-9.0
22.0,GFL,purificador,Norte,2.7122942e+16,PA,3.0,tatuquara,belem,muitodistante,18,12.50562726491675,13.0,32,1,14,0,-5.0,16.0,12.0,-4.0
5.0,GFL,panela,Norte,1.4918142e+16,AC,4.0,tatuquara,riobranco,longadistancia,13,15.629608322141436,16.0,31,1,18,1,3.0,12.0,16.0,4.0
13.0,GFL,kit,Norte,2761129800000000.0,TO,4.0,tatuquara,palmas,curtadistancia,13,10.903407010701805,11.0,24,1,11,0,-2.0,12.0,10.0,-2.0
19.0,Azul,aspirador,Norte,1.4918142e+16,AC,4.0,tatuquara,riobranco,longadistancia,9,10.410986920477761,10.0,17,1,8,1,1.0,8.0,9.0,1.0
21.0,Azul,cooktop,Norte,3412887300000000.0,RR,4.0,tatuquara,boavista,muitodistante,5,9.122150280868638,9.0,17,1,12,1,4.0,4.0,7.0,3.0
21.0,Azul,kit,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,6,6.003243997383473,6.0,16,1,10,1,0.0,5.0,5.0,0.0
22.0,Azul,lavadora,Norte,2772596800000000.0,AM,4.0,tatuquara,manaus,muitodistante,9,6.102555083257766,6.0,13,1,4,0,-3.0,8.0,5.0,-3.0
23.0,Azul,purificador,Norte,2772596800000000.0,AM,4.0,tatuquara,manaus,muitodistante,5,6.129732975048618,6.0,13,1,8,1,1.0,4.0,5.0,1.0
1.0,Azul,conjunto,Norte,2772596800000000.0,AM,5.0,tatuquara,manaus,muitodistante,4,5.096734599403444,5.0,12,1,8,1,1.0,4.0,5.0,1.0
10.0,GFL,panela,Norte,2162973900000000.0,RO,4.0,tatuquara,ouropretodooeste,muitodistante,17,14.605359457831089,15.0,33,1,16,0,-2.0,16.0,14.0,-2.0
10.0,GFL,purificador,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,14,11.85148612607422,12.0,32,1,18,0,-2.0,13.0,12.0,-1.0
13.0,GFL,panela,Norte,2274742000000000.0,PA,4.0,tatuquara,maraba,muitodistante,16,13.325072356539987,13.0,32,1,16,0,-3.0,15.0,13.0,-2.0
13.0,GFL,purificador,Norte,2761129800000000.0,TO,4.0,tatuquara,palmas,curtadistancia,11,10.278866165394913,10.0,24,1,13,0,-1.0,10.0,10.0,0.0
13.0,GFL,purificador,Norte,2444924600000000.0,RO,4.0,tatuquara,portovelho,muitodistante,14,12.696443375975704,13.0,26,1,12,0,-1.0,13.0,12.0,-1.0
15.0,Bertolini,cooktop,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,16,13.660107026216382,14.0,20,1,4,0,-2.0,15.0,12.0,-3.0
15.0,Bertolini,bebedouro,Norte,2535482100000000.0,PA,4.0,tatuquara,altamira,muitodistante,19,19.18441668389756,19.0,31,1,12,1,0.0,18.0,18.0,0.0
15.0,Bertolini,purificador,Norte,2.1210771e+16,RO,4.0,tatuquara,seringueiras,muitodistante,11,13.061346156348772,13.0,24,1,13,1,2.0,10.0,12.0,2.0
15.0,Bertolini,maquina,Norte,2772596800000000.0,AM,4.0,tatuquara,manaus,muitodistante,23,20.63756120821671,21.0,27,1,4,0,-2.0,22.0,21.0,-1.0
16.0,Bertolini,panela,Norte,2.1273705e+16,RO,4.0,tatuquara,ji-parana,muitodistante,10,13.144898942225325,13.0,23,1,13,1,3.0,9.0,12.0,3.0
16.0,Bertolini,purificador,Norte,2444924600000000.0,RO,4.0,tatuquara,portovelho,muitodistante,12,13.155924336858082,13.0,23,1,11,1,1.0,11.0,12.0,1.0
16.0,Bertolini,aspirador,Norte,2.0417622e+16,RO,4.0,tatuquara,rolimdemoura,muitodistante,18,13.238515294093126,13.0,24,1,6,0,-5.0,17.0,12.0,-5.0
16.0,Bertolini,depurador,Norte,1.8446732e+16,RO,4.0,tatuquara,vilhena,muitodistante,11,12.649447866208622,13.0,25,1,14,1,2.0,10.0,12.0,2.0
16.0,Bertolini,lava,Norte,2.0417622e+16,RO,4.0,tatuquara,rolimdemoura,muitodistante,18,13.345244760988157,13.0,24,1,6,0,-5.0,17.0,12.0,-5.0
16.0,Bertolini,maquina,Norte,2.7228836e+16,PA,4.0,tatuquara,ananindeua,muitodistante,16,14.254946581980509,14.0,20,1,4,0,-2.0,15.0,13.0,-2.0
17.0,Bertolini,adega,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,16,13.660107026216382,14.0,20,1,4,0,-2.0,15.0,13.0,-2.0
17.0,Bertolini,panela,Norte,2109374800000000.0,RO,4.0,tatuquara,saomigueldoguapore,muitodistante,10,14.465747807746716,14.0,24,1,14,1,4.0,9.0,13.0,4.0
18.0,Bertolini,lava,Norte,2.0993293e+16,RO,4.0,tatuquara,presidentemedici,muitodistante,12,13.677422253152871,14.0,23,1,11,1,2.0,11.0,13.0,2.0
18.0,Bertolini,purificador,Norte,2.1273705e+16,RO,4.0,tatuquara,ji-parana,muitodistante,10,12.634659495743708,13.0,23,1,13,1,3.0,9.0,12.0,3.0
18.0,Bertolini,aspirador,Norte,2.1273705e+16,RO,4.0,tatuquara,ji-parana,muitodistante,10,12.874677713915357,13.0,23,1,13,1,3.0,9.0,12.0,3.0
18.0,Bertolini,coifa,Norte,2.6645563e+16,PA,4.0,tatuquara,santarem,muitodistante,18,15.902437498535107,16.0,25,1,7,0,-2.0,17.0,15.0,-2.0
18.0,Bertolini,aspirador,Norte,1.8446732e+16,RO,4.0,tatuquara,vilhena,muitodistante,11,12.72157508868016,13.0,25,1,14,1,2.0,10.0,12.0,2.0
18.0,Bertolini,aspirador,Norte,2.0766614e+16,TO,4.0,tatuquara,araguaina,muitodistante,16,12.536889336042648,13.0,20,1,4,0,-3.0,15.0,12.0,-3.0
18.0,Bertolini,maquina,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,16,14.298843650320496,14.0,20,1,4,0,-2.0,15.0,13.0,-2.0
18.0,Bertolini,coifa,Norte,2444924600000000.0,RO,4.0,tatuquara,portovelho,muitodistante,12,13.401254513719483,13.0,23,1,11,1,1.0,11.0,12.0,1.0
19.0,Bertolini,maquina,Norte,2772596800000000.0,AM,4.0,tatuquara,manaus,muitodistante,23,20.649663225575246,21.0,27,1,4,0,-2.0,22.0,20.0,-2.0
19.0,Bertolini,purificador,Norte,2705606600000000.0,PA,4.0,tatuquara,barcarena,muitodistante,20,17.682004154782927,18.0,25,1,5,0,-2.0,19.0,16.0,-3.0
19.0,Bertolini,lavadora,Norte,2.6645563e+16,PA,4.0,tatuquara,santarem,muitodistante,18,15.754927171333431,16.0,25,1,7,0,-2.0,17.0,15.0,-2.0
19.0,Bertolini,panela,Norte,2.1949978e+16,PA,4.0,tatuquara,curionopolis,muitodistante,13,13.46646957099657,13.0,20,1,7,1,0.0,12.0,12.0,0.0
19.0,Bertolini,lava-loucas,Norte,2444924600000000.0,RO,4.0,tatuquara,portovelho,muitodistante,12,13.532061947464632,14.0,23,1,11,1,2.0,11.0,12.0,1.0
19.0,Bertolini,maquina,Norte,2454444200000000.0,PA,4.0,tatuquara,tucurui,muitodistante,13,13.806345359929063,14.0,20,1,7,1,1.0,12.0,13.0,1.0
20.0,Bertolini,maquina,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,16,14.062162787226827,14.0,20,1,4,0,-2.0,15.0,13.0,-2.0
20.0,Bertolini,maquina,Norte,2.0467546e+16,RO,4.0,tatuquara,cacoal,muitodistante,16,15.376715115707459,15.0,24,1,8,0,-1.0,15.0,14.0,-1.0
20.0,Bertolini,purificador,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,16,13.389485556679112,13.0,20,1,4,0,-3.0,15.0,13.0,-2.0
21.0,Bertolini,lava,Norte,2.0467546e+16,RO,4.0,tatuquara,cacoal,muitodistante,17,15.151326778306732,15.0,24,1,7,0,-2.0,16.0,14.0,-2.0
21.0,Bertolini,aspirador,Norte,3.2077685e+16,RR,4.0,tatuquara,rorainopolis,muitodistante,27,20.01062706887073,20.0,34,1,7,0,-7.0,26.0,19.0,-7.0
21.0,Bertolini,aspirador,Norte,2444924600000000.0,RO,4.0,tatuquara,portovelho,muitodistante,12,13.617548632676732,14.0,23,1,11,1,2.0,11.0,13.0,2.0
21.0,Bertolini,lavadora,Norte,2.0766614e+16,TO,4.0,tatuquara,araguaina,muitodistante,16,12.893265464028639,13.0,20,1,4,0,-3.0,15.0,12.0,-3.0
22.0,Bertolini,purificador,Norte,2535482100000000.0,PA,4.0,tatuquara,altamira,muitodistante,19,18.924328962247763,19.0,31,1,12,1,0.0,18.0,18.0,0.0
22.0,Bertolini,cooktop,Norte,2.0467546e+16,RO,4.0,tatuquara,cacoal,muitodistante,17,15.209664754365704,15.0,24,1,7,0,-2.0,16.0,14.0,-2.0
22.0,Bertolini,aspirador,Norte,2.7122942e+16,PA,4.0,tatuquara,belem,muitodistante,16,13.924335294443129,14.0,20,1,4,0,-2.0,15.0,13.0,-2.0
22.0,Bertolini,panela,Norte,2.0766614e+16,TO,4.0,tatuquara,araguaina,muitodistante,16,12.858635251665845,13.0,20,1,4,0,-3.0,15.0,12.0,-3.0
22.0,Bertolini,panela,Norte,2.0467546e+16,RO,4.0,tatuquara,cacoal,muitodistante,16,15.08497331672005,15.0,24,1,8,0,-1.0,15.0,14.0,-1.0
22.0,Bertolini,purificador,Norte,2444924600000000.0,RO,4.0,tatuquara,portovelho,muitodistante,12,13.693144932818596,14.0,23,1,11,1,2.0,11.0,13.0,2.0
23.0,Bertolini,coifa,Norte,2199210500000000.0,PA,4.0,tatuquara,parauapebas,muitodistante,12,13.875620442525364,14.0,20,1,8,1,2.0,11.0,13.0,2.0
23.0,Bertolini,purificador,Norte,2547588300000000.0,PA,4.0,tatuquara,paragominas,muitodistante,19,13.479446641063294,13.0,31,1,12,0,-6.0,18.0,13.0,-5.0
23.0,Bertolini,maquina,Norte,1.4918142e+16,AC,4.0,tatuquara,riobranco,longadistancia,17,16.782495300038498,17.0,25,1,8,1,0.0,16.0,17.0,1.0
23.0,Bertolini,maquina,Norte,2535482100000000.0,PA,4.0,tatuquara,altamira,muitodistante,19,19.635157009953787,20.0,31,1,12,1,1.0,18.0,18.0,0.0
23.0,Bertolini,freezer,Norte,2.1401253e+16,RO,4.0,tatuquara,saofranciscodoguapore,muitodistante,11,17.219300730545186,17.0,25,1,14,1,6.0,10.0,15.0,5.0
0.0,Bertolini,freezer,Norte,2535482100000000.0,PA,5.0,tatuquara,altamira,muitodistante,18,18.747219751598088,19.0,30,1,12,1,1.0,18.0,19.0,1.0
0.0,Bertolini,panela,Norte,2.7122942e+16,PA,5.0,tatuquara,belem,muitodistante,15,13.413488424411048,13.0,19,1,4,0,-2.0,15.0,13.0,-2.0
0.0,Bertolini,bebedouro,Norte,2.7679473e+16,PA,5.0,tatuquara,braganca,muitodistante,20,17.146578540709122,17.0,30,1,10,0,-3.0,20.0,17.0,-3.0
0.0,Bertolini,purificador,Norte,2.4055057e+16,PA,5.0,tatuquara,senadorjoseporfirio,muitodistante,18,18.097636981925536,18.0,30,1,12,1,0.0,18.0,20.0,2.0
0.0,Bertolini,panela,Norte,1.8446732e+16,RO,5.0,tatuquara,vilhena,muitodistante,10,11.7904755173989,12.0,24,1,14,1,2.0,10.0,12.0,2.0
0.0,Bertolini,maquina,Norte,2.7122942e+16,PA,5.0,tatuquara,belem,muitodistante,15,13.825865128374826,14.0,19,1,4,0,-1.0,15.0,13.0,-2.0
2.0,Bertolini,coifa,Norte,2.0467546e+16,RO,5.0,tatuquara,cacoal,muitodistante,16,14.95303726834667,15.0,23,1,7,0,-1.0,16.0,15.0,-1.0
1.0,Bertolini,cooktop,Norte,2.7122942e+16,PA,5.0,tatuquara,belem,muitodistante,15,13.119772186589767,13.0,19,1,4,0,-2.0,15.0,13.0,-2.0
17.0,Azul,lavadora,Norte,2772596800000000.0,AM,4.0,tatuquara,manaus,muitodistante,5,5.900610010838175,6.0,13,1,8,1,1.0,4.0,5.0,1.0
15.0,Azul,cooktop,Norte,2761129800000000.0,TO,4.0,tatuquara,palmas,curtadistancia,10,5.859557438675235,6.0,13,1,3,0,-4.0,9.0,5.0,-4.0
15.0,Azul,aspirador,Norte,2444924600000000.0,RO,4.0,tatuquara,portovelho,muitodistante,7,8.066192367215614,8.0,17,1,10,1,1.0,6.0,6.0,0.0
16.0,Azul,panela,Norte,1.8446732e+16,RO,4.0,tatuquara,vilhena,muitodistante,3,6.8593350145998695,7.0,17,1,14,1,4.0,2.0,6.0,4.0
