hora_autorizacao,carrier_vtex,categoria produto,region,distancia,uf,dia da semana,cd_origem,City,categoria_distancia,dias_entrega2,prediction_label,prediction_dias_entrega,diff_day_auth_to_estimated2,baseline_otif,gap_baseline,OTIF_Previsto,gap_predict,dias_transportadora,prediction_dias_transportadora,gap_predict_transportadora
14.0,Bertolini,freezer,Norte,2153266400000000.0,PA,4.0,tatuquara,saofelixdoxingu,muitodistante,18,17.96516258192684,18.0,26,1,8,1,0.0,16.0,16.0,0.0
18.0,Bertolini,aspirador,Norte,2.701554e+16,PA,4.0,tatuquara,muana,muitodistante,18,18.5248521680573,19.0,30,1,12,1,1.0,16.0,17.0,1.0
20.0,Bertolini,bebedouro,Norte,2084874400000000.0,PA,4.0,tatuquara,xinguara,muitodistante,12,14.82815248822003,15.0,26,1,14,1,3.0,10.0,12.0,2.0
0.0,Bertolini,lava-loucas,Norte,2.7122942e+16,PA,5.0,tatuquara,belem,muitodistante,15,13.245627621472515,13.0,17,1,2,0,-2.0,14.0,12.0,-2.0
1.0,Bertolini,geladeira,Norte,2274742000000000.0,PA,5.0,tatuquara,maraba,muitodistante,11,12.72808167242378,13.0,16,1,5,1,2.0,10.0,11.0,1.0
3.0,Bertolini,aspirador,Norte,2.0766614e+16,TO,5.0,tatuquara,araguaina,muitodistante,9,11.661643514151924,12.0,17,1,8,1,3.0,8.0,10.0,2.0
8.0,Bertolini,adega,Norte,2.0766614e+16,TO,5.0,tatuquara,araguaina,muitodistante,9,11.526829304276859,12.0,17,1,8,1,3.0,8.0,10.0,2.0
9.0,Bertolini,purificador,Norte,2535482100000000.0,PA,5.0,tatuquara,altamira,muitodistante,16,19.01241574561444,19.0,25,1,9,1,3.0,15.0,18.0,3.0
10.0,Bertolini,purificador,Norte,2444924600000000.0,RO,5.0,tatuquara,portovelho,muitodistante,12,12.558521100910468,13.0,18,1,6,1,1.0,11.0,12.0,1.0
10.0,Bertolini,purificador,Norte,1.8446732e+16,RO,5.0,tatuquara,vilhena,muitodistante,9,11.865851397122043,12.0,22,1,13,1,3.0,8.0,11.0,3.0
11.0,Bertolini,bebedouro,Norte,2274742000000000.0,PA,5.0,tatuquara,maraba,muitodistante,11,12.718830393806986,13.0,16,1,5,1,2.0,10.0,11.0,1.0
12.0,Bertolini,lavadora,Norte,2.0766614e+16,TO,5.0,tatuquara,araguaina,muitodistante,9,11.613560954939175,12.0,17,1,8,1,3.0,8.0,10.0,2.0
17.0,Bertolini,maquina,Norte,2130501200000000.0,PA,3.0,tatuquara,ourilandiadonorte,muitodistante,13,16.159070918666313,16.0,25,1,12,1,3.0,10.0,14.0,4.0
18.0,Bertolini,lava,Norte,2535482100000000.0,PA,3.0,tatuquara,altamira,muitodistante,18,19.144961575710063,19.0,25,1,7,1,1.0,15.0,18.0,3.0
22.0,Bertolini,bebedouro,Norte,2378609500000000.0,PA,3.0,tatuquara,jacunda,muitodistante,13,13.540403930291845,14.0,17,1,4,1,1.0,10.0,12.0,2.0
9.0,Bertolini,purificador,Norte,2.6645563e+16,PA,4.0,tatuquara,santarem,muitodistante,17,15.040069763225837,15.0,23,1,6,0,-2.0,15.0,14.0,-1.0
10.0,Bertolini,aspirador,Norte,2274742000000000.0,PA,4.0,tatuquara,maraba,muitodistante,12,13.064012445242465,13.0,17,1,5,1,1.0,10.0,11.0,1.0
11.0,Bertolini,coifa,Norte,2.6217125e+16,AC,4.0,tatuquara,epitaciolandia,muitodistante,23,18.53044489751034,19.0,25,1,2,0,-4.0,21.0,17.0,-4.0
20.0,Azul,bebedouro,Norte,2.990451e+16,AM,3.0,tatuquara,tefe,muitodistante,8,8.482026450901161,8.0,18,1,10,1,0.0,5.0,7.0,2.0
11.0,Azul,aspirador,Norte,288264900000000.0,AP,4.0,tatuquara,macapa,muitodistante,5,6.551471347340218,7.0,13,1,8,1,2.0,3.0,5.0,2.0
11.0,Azul,purificador,Norte,2732445600000000.0,PA,4.0,tatuquara,castanhal,muitodistante,5,6.81864551078246,7.0,13,1,8,1,2.0,3.0,5.0,2.0
12.0,Azul,panela,Norte,2444924600000000.0,RO,4.0,tatuquara,portovelho,muitodistante,9,7.359103073357878,7.0,13,1,4,0,-2.0,7.0,6.0,-1.0
11.0,TSV,lava,Norte,1.4918142e+16,AC,4.0,tatuquara,riobranco,longadistancia,17,15.041525911039486,15.0,24,1,7,0,-2.0,15.0,13.0,-2.0
18.0,Azul,panela,Norte,1.8446732e+16,RO,4.0,tatuquara,vilhena,muitodistante,9,6.924620451193874,7.0,13,1,4,0,-2.0,7.0,6.0,-1.0
19.0,Azul,depurador,Norte,2444924600000000.0,RO,4.0,tatuquara,portovelho,muitodistante,9,7.408446824519322,7.0,13,1,4,0,-2.0,7.0,6.0,-1.0
21.0,GFL,purificador,Norte,2.7122942e+16,PA,0.0,tatuquara,belem,muitodistante,13,11.953081377579243,12.0,24,1,11,0,-1.0,13.0,11.0,-2.0
16.0,Bertolini,purificador,Norte,2.0614464e+16,PA,5.0,tatuquara,riomaria,muitodistante,17,17.42336683844494,17.0,25,1,8,1,0.0,15.0,15.0,0.0
19.0,Bertolini,purificador,Norte,2.6645563e+16,PA,5.0,tatuquara,santarem,muitodistante,16,15.472523914026958,15.0,22,1,6,0,-1.0,14.0,14.0,0.0
20.0,Bertolini,aspirador,Norte,2153266400000000.0,PA,5.0,tatuquara,saofelixdoxingu,muitodistante,17,17.248835086328185,17.0,25,1,8,1,0.0,15.0,15.0,0.0
20.0,Bertolini,cooktop,Norte,2444924600000000.0,RO,5.0,tatuquara,portovelho,muitodistante,12,13.307643361119283,13.0,18,1,6,1,1.0,10.0,12.0,2.0
23.0,Bertolini,purificador,Norte,2286079000000000.0,RO,5.0,tatuquara,ariquemes,muitodistante,11,15.074058971472322,15.0,19,1,8,1,4.0,9.0,13.0,4.0
0.0,Bertolini,depurador,Norte,2.7122942e+16,PA,6.0,tatuquara,belem,muitodistante,15,12.714097793979768,13.0,16,1,1,0,-2.0,14.0,12.0,-2.0
10.0,Bertolini,purificador,Norte,2274742000000000.0,PA,6.0,tatuquara,maraba,muitodistante,11,11.930596590338144,12.0,15,1,4,1,1.0,10.0,11.0,1.0
11.0,Bertolini,aspirador,Norte,2444924600000000.0,RO,6.0,tatuquara,portovelho,muitodistante,11,12.389830244974352,12.0,17,1,6,1,1.0,10.0,11.0,1.0
12.0,Bertolini,depurador,Norte,2547588300000000.0,PA,6.0,tatuquara,paragominas,muitodistante,10,11.650282106712638,12.0,24,1,14,1,2.0,9.0,11.0,2.0
12.0,Bertolini,purificador,Norte,2.0766614e+16,TO,6.0,tatuquara,araguaina,muitodistante,8,10.632132331144021,11.0,16,1,8,1,3.0,7.0,10.0,3.0
12.0,Bertolini,purificador,Norte,2.0095673e+16,RO,6.0,tatuquara,espigaodooeste,muitodistante,9,11.829610855641205,12.0,18,1,9,1,3.0,8.0,11.0,3.0
13.0,Bertolini,purificador,Norte,2.7122942e+16,PA,6.0,tatuquara,belem,muitodistante,15,12.15516529235264,12.0,16,1,1,0,-3.0,14.0,11.0,-3.0
15.0,Bertolini,bebedouro,Norte,2.5717463e+16,AC,6.0,tatuquara,capixaba,muitodistante,18,16.187744107908486,16.0,23,1,5,0,-2.0,17.0,15.0,-2.0
16.0,Bertolini,aspirador,Norte,2.0106312e+16,RO,6.0,tatuquara,espigaod'oeste,muitodistante,9,16.314331852327413,16.0,18,1,9,1,7.0,8.0,14.0,6.0
16.0,Bertolini,cooktop,Norte,2.0467546e+16,RO,6.0,tatuquara,cacoal,muitodistante,16,14.159532407069168,14.0,18,1,2,0,-2.0,15.0,13.0,-2.0
16.0,Bertolini,coifa,Norte,2.0467546e+16,RO,6.0,tatuquara,cacoal,muitodistante,16,14.367123072279892,14.0,18,1,2,0,-2.0,15.0,14.0,-1.0
16.0,Bertolini,lava,Norte,2.7122942e+16,PA,6.0,tatuquara,belem,muitodistante,15,13.265403374875822,13.0,16,1,1,0,-2.0,14.0,11.0,-3.0
19.0,Bertolini,purificador,Norte,2.401558e+16,PA,6.0,tatuquara,novorepartimento,muitodistante,15,11.985585705639373,12.0,16,1,1,0,-3.0,14.0,11.0,-3.0
19.0,Bertolini,lava-loucas,Norte,2.1273705e+16,RO,6.0,tatuquara,ji-parana,muitodistante,10,11.797743115274947,12.0,17,1,7,1,2.0,9.0,11.0,2.0
20.0,Bertolini,lava-loucas,Norte,2761129800000000.0,TO,6.0,tatuquara,palmas,curtadistancia,8,10.612397568090957,11.0,14,1,6,1,3.0,7.0,10.0,3.0
21.0,Bertolini,depurador,Norte,2.7122942e+16,PA,6.0,tatuquara,belem,muitodistante,15,13.01306529323524,13.0,16,1,1,0,-2.0,14.0,12.0,-2.0
21.0,Bertolini,panela,Norte,2495156700000000.0,PA,6.0,tatuquara,anapu,muitodistante,16,16.78868236157142,17.0,24,1,8,1,1.0,15.0,15.0,0.0
9.0,Bertolini,purificador,Norte,1.6859388e+16,TO,0.0,tatuquara,portonacional,muitodistante,8,11.04619642824063,11.0,15,1,7,1,3.0,8.0,10.0,2.0
9.0,Bertolini,purificador,Norte,2.7122942e+16,PA,0.0,tatuquara,belem,muitodistante,11,11.710886389060935,12.0,15,1,4,1,1.0,11.0,11.0,0.0
9.0,Bertolini,bebedouro,Norte,2.7122942e+16,PA,0.0,tatuquara,belem,muitodistante,14,11.642075180884554,12.0,15,1,1,0,-2.0,14.0,11.0,-3.0
12.0,Bertolini,lavadora,Norte,2.6645563e+16,PA,0.0,tatuquara,santarem,muitodistante,14,14.107642804933107,14.0,20,1,6,1,0.0,14.0,14.0,0.0
13.0,Bertolini,purificador,Norte,2.7122942e+16,PA,0.0,tatuquara,belem,muitodistante,11,12.078064511026911,12.0,15,1,4,1,1.0,11.0,11.0,0.0
16.0,GFL,purificador,Norte,2444924600000000.0,RO,0.0,tatuquara,portovelho,muitodistante,14,12.698449287145761,13.0,21,1,7,0,-1.0,14.0,12.0,-2.0
17.0,TSV,lava-loucas,Norte,2.0766614e+16,TO,0.0,tatuquara,araguaina,muitodistante,14,12.34545869009917,12.0,17,1,3,0,-2.0,13.0,11.0,-2.0
13.0,Azul,depurador,Norte,2199210500000000.0,PA,1.0,tatuquara,parauapebas,muitodistante,7,5.952992413276875,6.0,14,1,7,0,-1.0,7.0,6.0,-1.0
12.0,Azul,conjunto,Norte,2772596800000000.0,AM,1.0,tatuquara,manaus,muitodistante,5,4.867469237009427,5.0,9,1,4,1,0.0,5.0,5.0,0.0
6.0,Azul,panela,Norte,2.7122942e+16,PA,1.0,tatuquara,belem,muitodistante,2,5.113338049084394,5.0,9,1,7,1,3.0,2.0,5.0,3.0
8.0,Azul,purificador,Norte,2.1273705e+16,RO,1.0,tatuquara,ji-parana,muitodistante,9,6.7030901097637265,7.0,15,1,6,0,-2.0,9.0,7.0,-2.0
10.0,Azul,purificador,Norte,2772596800000000.0,AM,1.0,tatuquara,manaus,muitodistante,5,4.8522613611654855,5.0,9,1,4,1,0.0,5.0,5.0,0.0
13.0,Azul,conjunto,Norte,2.6645563e+16,PA,1.0,tatuquara,santarem,muitodistante,3,5.248624651729134,5.0,14,1,11,1,2.0,3.0,5.0,2.0
17.0,GFL,aspirador,Norte,2.0467546e+16,RO,1.0,tatuquara,cacoal,muitodistante,13,14.055562620744853,14.0,29,1,16,1,1.0,13.0,14.0,1.0
15.0,Bertolini,lava-loucas,Norte,2131903100000000.0,PA,0.0,tatuquara,tucuma,muitodistante,13,16.68075619140035,17.0,23,1,10,1,4.0,12.0,16.0,4.0
16.0,Bertolini,adega,Norte,1.9822496e+16,PA,0.0,tatuquara,redencao,muitodistante,10,12.554291562288292,13.0,23,1,13,1,3.0,9.0,12.0,3.0
16.0,Bertolini,lava,Norte,1.8446732e+16,RO,0.0,tatuquara,vilhena,muitodistante,10,11.641811670186978,12.0,20,1,10,1,2.0,9.0,11.0,2.0
16.0,Bertolini,purificador,Norte,2535482100000000.0,PA,0.0,tatuquara,altamira,muitodistante,14,18.07966268680216,18.0,23,1,9,1,4.0,13.0,18.0,5.0
17.0,Bertolini,cooktop,Norte,2.7122942e+16,PA,0.0,tatuquara,belem,muitodistante,14,12.601442871691077,13.0,15,1,1,0,-1.0,13.0,12.0,-1.0
17.0,Bertolini,lava-loucas,Norte,2199210500000000.0,PA,0.0,tatuquara,parauapebas,muitodistante,8,12.955519143655149,13.0,15,1,7,1,5.0,7.0,12.0,5.0
17.0,Bertolini,coifa,Norte,2.7122942e+16,PA,0.0,tatuquara,belem,muitodistante,13,12.88276964763218,13.0,15,1,2,1,0.0,12.0,12.0,0.0
18.0,Bertolini,cooktop,Norte,2286079000000000.0,RO,0.0,tatuquara,ariquemes,muitodistante,10,14.353934852488866,14.0,17,1,7,1,4.0,9.0,14.0,5.0
18.0,Bertolini,depurador,Norte,2.6645563e+16,PA,0.0,tatuquara,santarem,muitodistante,14,14.75062175882984,15.0,20,1,6,1,1.0,13.0,14.0,1.0
20.0,Bertolini,maquina,Norte,1.8446732e+16,RO,0.0,tatuquara,vilhena,muitodistante,14,12.494470015714205,12.0,20,1,6,0,-2.0,13.0,11.0,-2.0
21.0,Bertolini,bebedouro,Norte,2151501600000000.0,PA,0.0,tatuquara,canaadoscarajas,muitodistante,14,13.280313369194618,13.0,15,1,1,0,-1.0,13.0,13.0,0.0
22.0,Bertolini,bebedouro,Norte,2.7122942e+16,PA,0.0,tatuquara,belem,muitodistante,13,12.824911892266396,13.0,15,1,2,1,0.0,12.0,12.0,0.0
22.0,Bertolini,maquina,Norte,2681660300000000.0,PA,0.0,tatuquara,abaetetuba,muitodistante,17,17.009174422856134,17.0,20,1,3,1,0.0,16.0,15.0,-1.0
4.0,Bertolini,depurador,Norte,269904130000000.0,PA,1.0,tatuquara,montealegre,muitodistante,15,15.697047953609314,16.0,27,1,12,1,1.0,15.0,16.0,1.0
8.0,Bertolini,aspirador,Norte,2547588300000000.0,PA,1.0,tatuquara,paragominas,muitodistante,8,11.597318608447381,12.0,23,1,15,1,4.0,8.0,11.0,3.0
8.0,Bertolini,aspirador,Norte,2454444200000000.0,PA,1.0,tatuquara,tucurui,muitodistante,9,12.306424899291155,12.0,15,1,6,1,3.0,9.0,12.0,3.0
8.0,Bertolini,adega,Norte,2.7122942e+16,PA,1.0,tatuquara,belem,muitodistante,13,11.947845948822298,12.0,15,1,2,0,-1.0,13.0,12.0,-1.0
9.0,Bertolini,panela,Norte,2.7122942e+16,PA,1.0,tatuquara,belem,muitodistante,14,12.29743793581481,12.0,15,1,1,0,-2.0,14.0,12.0,-2.0
10.0,Bertolini,aspirador,Norte,2.7122942e+16,PA,1.0,tatuquara,belem,muitodistante,13,11.90507526467007,12.0,16,1,3,0,-1.0,13.0,12.0,-1.0
11.0,Bertolini,bebedouro,Norte,2.501819e+16,PA,1.0,tatuquara,itaituba,muitodistante,12,14.320804398784073,14.0,22,1,10,1,2.0,12.0,14.0,2.0
11.0,Bertolini,maquina,Norte,2153266400000000.0,PA,1.0,tatuquara,saofelixdoxingu,muitodistante,14,16.323663971719725,16.0,26,1,12,1,2.0,14.0,16.0,2.0
11.0,Bertolini,purificador,Norte,1.8446732e+16,RO,1.0,tatuquara,vilhena,muitodistante,6,11.478609146680647,11.0,21,1,15,1,5.0,6.0,11.0,5.0
22.0,GFL,purificador,Norte,2761129800000000.0,TO,1.0,tatuquara,palmas,curtadistancia,12,9.729345323820658,10.0,21,1,9,0,-2.0,12.0,10.0,-2.0
13.0,TSV,aspirador,Norte,2.0766614e+16,TO,1.0,tatuquara,araguaina,muitodistante,19,12.257532165677747,12.0,20,1,1,0,-7.0,18.0,12.0,-6.0
15.0,TSV,aspirador,Norte,2761129800000000.0,TO,1.0,tatuquara,palmas,curtadistancia,9,10.010104905537576,10.0,15,1,6,1,1.0,8.0,10.0,2.0
17.0,TSV,lava,Norte,2.0417622e+16,RO,1.0,tatuquara,rolimdemoura,muitodistante,14,14.196354097641388,14.0,22,1,8,1,0.0,13.0,13.0,0.0
20.0,TSV,panela,Norte,2761129800000000.0,TO,1.0,tatuquara,palmas,curtadistancia,15,10.968628817399,11.0,15,1,0,0,-4.0,14.0,11.0,-3.0
21.0,TSV,lava-loucas,Norte,2761129800000000.0,TO,1.0,tatuquara,palmas,curtadistancia,14,10.44637309383441,10.0,15,1,1,0,-4.0,13.0,10.0,-3.0
23.0,TSV,panela,Norte,2.02644e+16,RO,1.0,tatuquara,santaluziad'oeste,muitodistante,14,15.637049862122012,16.0,21,1,7,1,2.0,13.0,14.0,1.0
16.0,Bertolini,bebedouro,Norte,1.4918142e+16,AC,1.0,tatuquara,riobranco,longadistancia,16,15.119383561402266,15.0,22,1,6,0,-1.0,15.0,14.0,-1.0
17.0,Bertolini,bebedouro,Norte,2286079000000000.0,RO,1.0,tatuquara,ariquemes,muitodistante,9,14.282774105022835,14.0,21,1,12,1,5.0,8.0,14.0,6.0
17.0,Bertolini,maquina,Norte,2199210500000000.0,PA,0.0,tatuquara,parauapebas,muitodistante,14,13.463981001854917,13.0,16,1,2,0,-1.0,12.0,12.0,0.0
19.0,Bertolini,cooktop,Norte,1838102500000000.0,RO,1.0,tatuquara,coloradodooeste,muitodistante,9,14.039990000427562,14.0,22,1,13,1,5.0,8.0,14.0,6.0
21.0,Bertolini,bebedouro,Norte,2378609500000000.0,PA,1.0,tatuquara,jacunda,muitodistante,12,12.778131785109348,13.0,19,1,7,1,1.0,11.0,11.0,0.0
22.0,Bertolini,aspirador,Norte,2.7122942e+16,PA,1.0,tatuquara,belem,muitodistante,13,12.89186190734333,13.0,19,1,6,1,0.0,12.0,12.0,0.0
23.0,Bertolini,lava-loucas,Norte,2286079000000000.0,RO,1.0,tatuquara,ariquemes,muitodistante,9,14.16412671013897,14.0,21,1,12,1,5.0,8.0,14.0,6.0
23.0,Bertolini,depurador,Norte,2444924600000000.0,RO,1.0,tatuquara,portovelho,muitodistante,12,12.863405743304622,13.0,20,1,8,1,1.0,11.0,12.0,1.0
7.0,Bertolini,geladeira,Norte,2.7228836e+16,PA,2.0,tatuquara,ananindeua,muitodistante,12,12.221373614787822,12.0,19,1,7,1,0.0,12.0,12.0,0.0
7.0,Bertolini,lava-loucas,Norte,2151501600000000.0,PA,2.0,tatuquara,canaadoscarajas,muitodistante,12,12.436283097835727,12.0,19,1,7,1,0.0,12.0,13.0,1.0
8.0,Bertolini,lavadora,Norte,2.2028735e+16,RO,2.0,tatuquara,jaru,muitodistante,13,14.151582490700763,14.0,21,1,8,1,1.0,13.0,14.0,1.0
9.0,Bertolini,maquina,Norte,288264900000000.0,AP,2.0,tatuquara,macapa,muitodistante,13,15.88858652712125,16.0,19,1,6,1,3.0,13.0,15.0,2.0
10.0,Bertolini,adega,Norte,2.7122942e+16,PA,2.0,tatuquara,belem,muitodistante,12,12.12519031244874,12.0,19,1,7,1,0.0,12.0,12.0,0.0
10.0,Bertolini,purificador,Norte,288264900000000.0,AP,2.0,tatuquara,macapa,muitodistante,13,16.088390139273084,16.0,21,1,8,1,3.0,13.0,15.0,2.0
11.0,Bertolini,bebedouro,Norte,2.7122942e+16,PA,2.0,tatuquara,belem,muitodistante,12,12.12823917608138,12.0,19,1,7,1,0.0,12.0,12.0,0.0
11.0,Bertolini,maquina,Norte,2444924600000000.0,RO,1.0,tatuquara,portovelho,muitodistante,13,12.509300508801648,13.0,20,1,7,1,0.0,12.0,12.0,0.0
11.0,Bertolini,cooktop,Norte,2.0417622e+16,RO,2.0,tatuquara,rolimdemoura,muitodistante,11,11.952719225896912,12.0,21,1,10,1,1.0,11.0,12.0,1.0
22.0,Azul,panela,Norte,2772596800000000.0,AM,1.0,tatuquara,manaus,muitodistante,6,5.692654333695359,6.0,12,1,6,1,0.0,5.0,4.0,-1.0
16.0,Azul,cooktop,Norte,2.7122942e+16,PA,1.0,tatuquara,belem,muitodistante,7,5.663414591714723,6.0,13,1,6,0,-1.0,6.0,4.0,-2.0
16.0,Azul,cooktop,Norte,2772596800000000.0,AM,1.0,tatuquara,manaus,muitodistante,6,5.736702463102564,6.0,12,1,6,1,0.0,5.0,5.0,0.0
18.0,Azul,aspirador,Norte,2761129800000000.0,TO,1.0,tatuquara,palmas,curtadistancia,7,5.732643481537904,6.0,12,1,5,0,-1.0,6.0,5.0,-1.0
19.0,Azul,aspirador,Norte,2.7122942e+16,PA,1.0,tatuquara,belem,muitodistante,6,5.9032770296427,6.0,13,1,7,1,0.0,5.0,5.0,0.0
21.0,Azul,bebedouro,Norte,2.7122942e+16,PA,1.0,tatuquara,belem,muitodistante,3,5.63371093175593,6.0,13,1,10,1,3.0,2.0,4.0,2.0
22.0,Azul,bebedouro,Norte,2.7122942e+16,PA,1.0,tatuquara,belem,muitodistante,6,5.903427075408445,6.0,13,1,7,1,0.0,5.0,5.0,0.0
23.0,Azul,kit,Norte,2761129800000000.0,TO,1.0,tatuquara,palmas,curtadistancia,5,5.644515686061401,6.0,12,1,7,1,1.0,4.0,5.0,1.0
8.0,Azul,cooktop,Norte,2199210500000000.0,PA,2.0,tatuquara,parauapebas,muitodistante,6,5.658760263925742,6.0,15,1,9,1,0.0,6.0,6.0,0.0
10.0,Azul,kit,Norte,2772596800000000.0,AM,2.0,tatuquara,manaus,muitodistante,5,4.936760686420275,5.0,12,1,7,1,0.0,5.0,5.0,0.0
10.0,Azul,purificador,Norte,2535482100000000.0,PA,2.0,tatuquara,altamira,muitodistante,8,7.186529311835811,7.0,15,1,7,0,-1.0,8.0,7.0,-1.0
7.0,TSV,aspirador,Norte,2.0766614e+16,TO,2.0,tatuquara,araguaina,muitodistante,7,11.296695861986597,11.0,21,1,14,1,4.0,7.0,11.0,4.0
13.0,TSV,bebedouro,Norte,2261954700000000.0,TO,2.0,tatuquara,saomigueldotocantins,muitodistante,9,11.503831220490373,12.0,22,1,13,1,3.0,9.0,11.0,2.0
20.0,TSV,aspirador,Norte,1.5695426e+16,TO,2.0,tatuquara,gurupi,muitodistante,8,10.18286290054028,10.0,22,1,14,1,2.0,8.0,10.0,2.0
22.0,TSV,maquina,Norte,1.6023367e+16,TO,2.0,tatuquara,dianopolis,muitodistante,12,13.218001132237493,13.0,25,1,13,1,1.0,12.0,13.0,1.0
23.0,GFL,purificador,Norte,2.1273705e+16,RO,1.0,tatuquara,ji-parana,muitodistante,10,13.37219508076078,13.0,29,1,19,1,3.0,9.0,13.0,4.0
9.0,GFL,panela,Norte,2.0417622e+16,RO,2.0,tatuquara,rolimdemoura,muitodistante,11,11.87435533723162,12.0,29,1,18,1,1.0,11.0,12.0,1.0
12.0,GFL,purificador,Norte,2151501600000000.0,PA,2.0,tatuquara,canaadoscarajas,muitodistante,15,13.074223960228633,13.0,27,1,12,0,-2.0,15.0,14.0,-1.0
13.0,GFL,purificador,Norte,2.7122942e+16,PA,2.0,tatuquara,belem,muitodistante,9,11.648882595021506,12.0,28,1,19,1,3.0,9.0,11.0,2.0
7.0,Azul,conjunto,Norte,2772596800000000.0,AM,3.0,tatuquara,manaus,muitodistante,4,4.839335904344283,5.0,13,1,9,1,1.0,4.0,5.0,1.0
16.0,Azul,kit,Norte,2.7122942e+16,PA,2.0,tatuquara,belem,muitodistante,5,5.522274347245613,6.0,13,1,8,1,1.0,4.0,5.0,1.0
17.0,Azul,aspirador,Norte,2772596800000000.0,AM,2.0,tatuquara,manaus,muitodistante,5,5.971265834445543,6.0,12,1,7,1,1.0,4.0,5.0,1.0
20.0,Azul,aspirador,Norte,2772596800000000.0,AM,2.0,tatuquara,manaus,muitodistante,5,5.959511759737577,6.0,12,1,7,1,1.0,4.0,5.0,1.0
22.0,Azul,bebedouro,Norte,2.7122942e+16,PA,2.0,tatuquara,belem,muitodistante,19,5.917908170098185,6.0,13,0,-6,0,-13.0,18.0,5.0,-13.0
8.0,Azul,purificador,Norte,2.7122942e+16,PA,3.0,tatuquara,belem,muitodistante,4,5.090275252580179,5.0,13,1,9,1,1.0,4.0,5.0,1.0
8.0,Azul,bebedouro,Norte,2.7228836e+16,PA,3.0,tatuquara,ananindeua,muitodistante,6,5.218742750830149,5.0,13,1,7,0,-1.0,6.0,5.0,-1.0
9.0,Azul,lavadora,Norte,2444924600000000.0,RO,3.0,tatuquara,portovelho,muitodistante,4,6.534349760163545,7.0,17,1,13,1,3.0,4.0,6.0,2.0
10.0,Azul,purificador,Norte,3412887300000000.0,RR,3.0,tatuquara,boavista,muitodistante,5,8.590536790006713,9.0,17,1,12,1,4.0,5.0,7.0,2.0
11.0,Azul,bebedouro,Norte,2.7122942e+16,PA,3.0,tatuquara,belem,muitodistante,6,5.014171797909757,5.0,14,1,8,0,-1.0,6.0,5.0,-1.0
12.0,Azul,depurador,Norte,2.6645563e+16,PA,3.0,tatuquara,santarem,muitodistante,5,5.362243229573727,5.0,18,1,13,1,0.0,5.0,5.0,0.0
13.0,Azul,cooktop,Norte,2772596800000000.0,AM,3.0,tatuquara,manaus,muitodistante,4,5.282392272820017,5.0,13,1,9,1,1.0,4.0,5.0,1.0
13.0,Azul,cooktop,Norte,2772596800000000.0,AM,3.0,tatuquara,manaus,muitodistante,4,5.282392272820017,5.0,13,1,9,1,1.0,4.0,5.0,1.0
16.0,Bertolini,panela,Norte,2.7122942e+16,PA,2.0,tatuquara,belem,muitodistante,16,13.251761691457677,13.0,19,1,3,0,-3.0,15.0,12.0,-3.0
20.0,Bertolini,maquina,Norte,2547588300000000.0,PA,0.0,tatuquara,paragominas,muitodistante,23,12.848187225393108,13.0,27,1,4,0,-10.0,20.0,12.0,-8.0
19.0,Bertolini,coifa,Norte,2.6645563e+16,PA,2.0,tatuquara,santarem,muitodistante,14,15.168993922734565,15.0,22,1,8,1,1.0,13.0,14.0,1.0
20.0,Bertolini,panela,Norte,2.6645563e+16,PA,2.0,tatuquara,santarem,muitodistante,14,14.836711819878186,15.0,22,1,8,1,1.0,13.0,14.0,1.0
21.0,Bertolini,aspirador,Norte,2.7122942e+16,PA,2.0,tatuquara,belem,muitodistante,18,13.001492776391185,13.0,19,1,1,0,-5.0,17.0,12.0,-5.0
21.0,Bertolini,bebedouro,Norte,2.2028735e+16,RO,2.0,tatuquara,jaru,muitodistante,18,14.468363800539151,14.0,21,1,3,0,-4.0,17.0,14.0,-3.0
21.0,Bertolini,lava,Norte,2.7122942e+16,PA,2.0,tatuquara,belem,muitodistante,16,13.26643417696852,13.0,19,1,3,0,-3.0,15.0,12.0,-3.0
22.0,Bertolini,aspirador,Norte,2039393500000000.0,RO,2.0,tatuquara,altaflorestad'oeste,muitodistante,15,13.850907823147608,14.0,21,1,6,0,-1.0,14.0,14.0,0.0
23.0,Bertolini,bebedouro,Norte,2.7122942e+16,PA,2.0,tatuquara,belem,muitodistante,16,13.802505512394955,14.0,19,1,3,0,-2.0,15.0,13.0,-2.0
23.0,Bertolini,aspirador,Norte,2.7122942e+16,PA,2.0,tatuquara,belem,muitodistante,16,13.50363105031764,14.0,19,1,3,0,-2.0,15.0,12.0,-3.0
23.0,Bertolini,bebedouro,Norte,2199210500000000.0,PA,2.0,tatuquara,parauapebas,muitodistante,15,13.915523282902626,14.0,19,1,4,0,-1.0,14.0,13.0,-1.0
11.0,Bertolini,lavadora,Norte,2.2028735e+16,RO,3.0,tatuquara,jaru,muitodistante,17,14.517628164403188,15.0,24,1,7,0,-2.0,17.0,15.0,-2.0
12.0,Bertolini,bebedouro,Norte,2444924600000000.0,RO,3.0,tatuquara,portovelho,muitodistante,13,12.713847137016614,13.0,21,1,8,1,0.0,13.0,12.0,-1.0
13.0,Bertolini,maquina,Norte,2.7122942e+16,PA,3.0,tatuquara,belem,muitodistante,17,13.723546487248226,14.0,20,1,3,0,-3.0,17.0,12.0,-5.0
